unnamed:_0,job_title,salary_estimate,job_description,rating,company_name,location,headquarters,size,founded,type_of_ownership,industry,sector,revenue,competitors,min_salary,max_salary,company_name_clean,avg_salary,min_salary_norm,max_salary_norm,avg_salary_norm,type_of_ownership_encoded,industry_encoded,sector_encoded,salary_range,city,state,company_size_encoded,revenue_million,company_age,job_title_simplified
368,sr. data analyst,$60K-$102K (Glassdoor est.),Job Description,3.6,"massmutual
3.6","springfield, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,$10+ billion (usd),-1,,,massmutual,,0.0,0.0,0.0,2,32,14,,springfield,ma,6.0,10000.0,175,analyst
370,program/data analyst,$55K-$99K (Glassdoor est.),Job Description,3.4,"general dynamics information technology
3.4","washington, dc","fairfax, va",10000+ employees,1996,subsidiary or business segment,it services,information technology,$10+ billion (usd),"SAIC, Leidos, Northrop Grumman",,,general dynamics information technology,,0.0,0.0,0.0,11,35,13,,washington,dc,7.0,10000.0,30,analyst
371,data engineer,$67K-$117K (Glassdoor est.),Job Description,4.1,"mantech
4.1","herndon, va","herndon, va",5001 to 10000 employees,1968,company - public,research & development,business services,$1 to $2 billion (usd),-1,,,mantech,,0.0,0.0,0.0,3,47,6,,herndon,va,6.0,1500.0,58,engineer
372,senior data scientist: causal & predictive analytics ai innovation lab,$92K-$150K (Glassdoor est.),Job Description,3.8,"novartis
3.8","cambridge, ma","basel, switzerland",10000+ employees,1996,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,novartis,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,30,scientist
373,health data analyst/developer,-1,Job Description,5.0,"freedman healthcare
5.0","newton, ma","newton, ma",1 to 50 employees,2005,company - private,consulting,business services,$1 to $5 million (usd),-1,,,freedman healthcare,,0.0,0.0,0.0,2,13,6,,newton,ma,1.0,3.0,21,analyst
374,data scientist,-1,Job Description,3.6,"randstad
3.6","san francisco, ca","atlanta, ga",1001 to 5000 employees,-1,subsidiary or business segment,staffing & outsourcing,business services,unknown / non-applicable,-1,,,randstad,,0.0,0.0,0.0,11,51,6,,san francisco,ca,5.0,0.0,2027,scientist
375,"principal data engineer, data platform & insights",$116K-$209K (Glassdoor est.),Job Description,4.0,"autodesk
4.0","san francisco, ca","san rafael, ca",5001 to 10000 employees,1982,company - public,computer hardware & software,information technology,$2 to $5 billion (usd),-1,,,autodesk,,0.0,0.0,0.0,3,11,13,,san francisco,ca,6.0,3500.0,44,engineer
376,research scientist - biological safety,$38K-$82K (Glassdoor est.),Job Description,3.9,"southwest research institute
3.9","san antonio, tx","san antonio, tx",1001 to 5000 employees,1947,nonprofit organization,research & development,business services,$500 million to $1 billion (usd),"Los Alamos National Laboratory, Battelle, SRI International",,,southwest research institute,,0.0,0.0,0.0,7,47,6,,san antonio,tx,5.0,750.0,79,scientist
377,data operations lead,Employer Provided Salary:$85K-$90K,Job Description,,muso,"san francisco, ca","san francisco, ca",201 to 500 employees,-1,nonprofit organization,-1,-1,unknown / non-applicable,-1,0.085,0.09,muso,0.0875,0.42500000000000004,0.36,0.3888888888888889,7,0,0,0.0049999999999999906,san francisco,ca,3.0,0.0,2027,other
378,data scientist,-1,Job Description,4.2,"cybercoders
4.2","chantilly, va","irvine, ca",201 to 500 employees,1999,subsidiary or business segment,staffing & outsourcing,business services,$100 to $500 million (usd),-1,,,cybercoders,,0.0,0.0,0.0,11,51,6,,chantilly,va,3.0,300.0,27,scientist
379,big data engineer,$62K-$119K (Glassdoor est.),Job Description,4.4,"springml
4.4","indianapolis, in","pleasanton, ca",1 to 50 employees,2015,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,springml,,0.0,0.0,0.0,2,19,13,,indianapolis,in,1.0,0.0,11,engineer
382,senior data scientist,$84K-$136K (Glassdoor est.),Job Description,2.2,"the integer group
2.2","dallas, tx","denver, co",501 to 1000 employees,1993,subsidiary or business segment,advertising & marketing,business services,$50 to $100 million (usd),"Geometry Global, TracyLocke, Saatchi & Saatchi X",,,the integer group,,0.0,0.0,0.0,11,2,6,,dallas,tx,4.0,75.0,33,scientist
384,clinical data analyst,$52K-$89K (Glassdoor est.),Job Description,4.1,"mantech
4.1","portsmouth, va","herndon, va",5001 to 10000 employees,1968,company - public,research & development,business services,$1 to $2 billion (usd),-1,,,mantech,,0.0,0.0,0.0,3,47,6,,portsmouth,va,6.0,1500.0,58,analyst
385,business intelligence analyst,-1,Job Description,4.3,"mccarthy building co
4.3","saint louis, mo","saint louis, mo",1001 to 5000 employees,1864,company - private,construction,"construction, repair & maintenance",$2 to $5 billion (usd),-1,,,mccarthy building co,,0.0,0.0,0.0,2,12,7,,saint louis,mo,5.0,3500.0,162,analyst
387,computational chemist/data scientist,$56K-$97K (Glassdoor est.),Job Description,3.8,"pnnl
3.8","richland, wa","richland, wa",1001 to 5000 employees,1965,government,energy,"oil, gas, energy & utilities",$500 million to $1 billion (usd),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",,,pnnl,,0.0,0.0,0.0,5,18,19,,richland,wa,5.0,750.0,61,scientist
388,data engineer,$65K-$119K (Glassdoor est.),Job Description,3.6,"massmutual
3.6","springfield, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,$10+ billion (usd),-1,,,massmutual,,0.0,0.0,0.0,2,32,14,,springfield,ma,6.0,10000.0,175,engineer
389,data engineer,-1,Job Description,4.0,"sciplay
4.0","austin, tx","cedar falls, ia",201 to 500 employees,1998,company - public,video games,media,unknown / non-applicable,-1,,,sciplay,,0.0,0.0,0.0,3,61,16,,austin,tx,3.0,0.0,28,engineer
391,product engineer â?data science,$63K-$101K (Glassdoor est.),Job Description,3.5,"esri
3.5","arlington, va","redlands, ca",1001 to 5000 employees,1969,company - private,computer hardware & software,information technology,$1 to $2 billion (usd),Pitney Bowes,,,esri,,0.0,0.0,0.0,2,11,13,,arlington,va,5.0,1500.0,57,engineer
395,data scientist,-1,Job Description,3.6,"govtech
3.6","san francisco, ca","singapore, singapore",1001 to 5000 employees,2016,government,federal agencies,government,unknown / non-applicable,-1,,,govtech,,0.0,0.0,0.0,5,21,11,,san francisco,ca,5.0,0.0,10,scientist
396,data scientist,$127K-$202K (Glassdoor est.),Job Description,3.3,"samba tv
3.3","san francisco, ca","san francisco, ca",201 to 500 employees,2008,company - private,advertising & marketing,business services,unknown / non-applicable,-1,,,samba tv,,0.0,0.0,0.0,2,2,6,,san francisco,ca,3.0,0.0,18,scientist
397,market data analyst,$31K-$57K (Glassdoor est.),Job Description,3.4,"sv microwave
3.4","west palm beach, fl","west palm beach, fl",201 to 500 employees,1991,company - public,telecommunications manufacturing,telecommunications,$50 to $100 million (usd),-1,,,sv microwave,,0.0,0.0,0.0,3,53,22,,west palm beach,fl,3.0,75.0,35,analyst
399,data engineer,$75K-$143K (Glassdoor est.),Job Description,4.4,"springml
4.4","herndon, va","pleasanton, ca",1 to 50 employees,2015,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,springml,,0.0,0.0,0.0,2,19,13,,herndon,va,1.0,0.0,11,engineer
400,staff data engineer,$105K-$194K (Glassdoor est.),Job Description,3.8,"sumo logic
3.8","austin, tx","redwood city, ca",501 to 1000 employees,2010,company - private,computer hardware & software,information technology,unknown / non-applicable,"Splunk, Datadog, Elastic",,,sumo logic,,0.0,0.0,0.0,2,11,13,,austin,tx,4.0,0.0,16,engineer
401,associate data engineer,$45K-$86K (Glassdoor est.),Job Description,3.5,"eab
3.5","washington, dc","washington, dc",1001 to 5000 employees,2007,company - private,research & development,business services,unknown / non-applicable,-1,,,eab,,0.0,0.0,0.0,2,47,6,,washington,dc,5.0,0.0,19,engineer
403,senior data scientist,$95K-$154K (Glassdoor est.),Job Description,3.5,"brighthouse financial
3.5","charlotte, nc","charlotte, nc",1001 to 5000 employees,2017,company - public,insurance carriers,insurance,unknown / non-applicable,-1,,,brighthouse financial,,0.0,0.0,0.0,3,32,14,,charlotte,nc,5.0,0.0,9,scientist
404,data analyst,-1,Job Description,4.4,"osi engineering
4.4","newark, ca","campbell, ca",51 to 200 employees,2010,company - private,staffing & outsourcing,business services,$25 to $50 million (usd),-1,,,osi engineering,,0.0,0.0,0.0,2,51,6,,newark,ca,2.0,37.5,16,analyst
405,scientist â?cancer drug discovery,-1,Job Description,,monte rosa therapeutics,"cambridge, ma",-1,-1,-1,-1,-1,-1,-1,-1,,,monte rosa therapeutics,,0.0,0.0,0.0,0,0,0,,cambridge,ma,0.0,0.0,2027,scientist
406,staff bi and data engineer,$80K-$148K (Glassdoor est.),Job Description,2.9,"affinity solutions
2.9","san jose, ca","new york, ny",51 to 200 employees,1998,company - private,advertising & marketing,business services,unknown / non-applicable,"Commerce Signals, Cardlytics, Yodlee",,,affinity solutions,,0.0,0.0,0.0,2,2,6,,san jose,ca,2.0,0.0,28,engineer
407,marketing data analyst,$36K-$62K (Glassdoor est.),Job Description,3.9,"citadel federal credit union
3.9","exton, pa","exton, pa",501 to 1000 employees,1937,nonprofit organization,banks & credit unions,finance,unknown / non-applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",,,citadel federal credit union,,0.0,0.0,0.0,7,6,10,,exton,pa,4.0,0.0,89,analyst
410,data analyst,$50K-$92K (Glassdoor est.),Job Description,3.7,"calibre systems
3.7","alexandria, va","alexandria, va",501 to 1000 employees,1989,company - private,it services,information technology,$100 to $500 million (usd),"CSC, Booz Allen Hamilton, ManTech",,,calibre systems,,0.0,0.0,0.0,2,35,13,,alexandria,va,4.0,300.0,37,analyst
411,"director - data, privacy and ai governance",$67K-$135K (Glassdoor est.),Job Description,3.6,"massmutual
3.6","boston, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,$10+ billion (usd),-1,,,massmutual,,0.0,0.0,0.0,2,32,14,,boston,ma,6.0,10000.0,175,other
415,information security data analyst,$42K-$80K (Glassdoor est.),Job Description,3.7,"motorola solutions
3.7","chicago, il","chicago, il",10000+ employees,1928,company - public,computer hardware & software,information technology,$5 to $10 billion (usd),"Cisco Systems, Huawei Technologies, IBM",,,motorola solutions,,0.0,0.0,0.0,3,11,13,,chicago,il,7.0,7500.0,98,analyst
417,scientist manufacturing - kentucky bioprocessing,$68K-$139K (Glassdoor est.),Job Description,3.1,"reynolds american
3.1","owensboro, ky","winston-salem, nc",5001 to 10000 employees,1875,company - private,consumer products manufacturing,manufacturing,$10+ billion (usd),-1,,,reynolds american,,0.0,0.0,0.0,2,15,15,,owensboro,ky,6.0,10000.0,151,scientist
419,data analytics project manager,$34K-$92K (Glassdoor est.),Job Description,3.6,"massmutual
3.6","springfield, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,$10+ billion (usd),-1,,,massmutual,,0.0,0.0,0.0,2,32,14,,springfield,ma,6.0,10000.0,175,manager
420,consultant - analytics consulting,$54K-$71K (Glassdoor est.),Job Description,3.0,"infosys
3.0","hartford, ct","bengaluru, india",10000+ employees,1981,company - public,it services,information technology,$10+ billion (usd),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",,,infosys,,0.0,0.0,0.0,3,35,13,,hartford,ct,7.0,10000.0,45,other
421,data engineer,$65K-$124K (Glassdoor est.),Job Description,3.5,"alignment healthcare
3.5","orange, ca","orange, ca",501 to 1000 employees,2013,company - private,health care services & hospitals,health care,unknown / non-applicable,-1,,,alignment healthcare,,0.0,0.0,0.0,2,28,12,,orange,ca,4.0,0.0,13,engineer
423,analytics manager,-1,Job Description,3.3,"frankcrum staffing
3.3","tallahassee, fl","clearwater, fl",51 to 200 employees,1981,company - private,staffing & outsourcing,business services,$5 to $10 million (usd),-1,,,frankcrum staffing,,0.0,0.0,0.0,2,51,6,,tallahassee,fl,2.0,7.5,45,manager
426,senior scientist (neuroscience),$109K-$200K (Glassdoor est.),Job Description,3.5,"sunovion
3.5","marlborough, ma","marlborough, ma",1001 to 5000 employees,2010,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$1 to $2 billion (usd),"Shire, GlaxoSmithKline, Allergan",,,sunovion,,0.0,0.0,0.0,2,8,5,,marlborough,ma,5.0,1500.0,16,scientist
428,machine learning engineer - regulatory,$61K-$113K (Glassdoor est.),Job Description,3.7,"cboe global markets
3.7","lenexa, ks","chicago, il",501 to 1000 employees,1973,company - public,stock exchanges,finance,$500 million to $1 billion (usd),-1,,,cboe global markets,,0.0,0.0,0.0,3,52,10,,lenexa,ks,4.0,750.0,53,engineer
430,data engineer,$43K-$86K (Glassdoor est.),Job Description,3.2,"guidepoint
3.2","new york, ny","new york, ny",501 to 1000 employees,2003,company - private,research & development,business services,unknown / non-applicable,"Coleman Research, AlphaSights, Third Bridge",,,guidepoint,,0.0,0.0,0.0,2,47,6,,new york,ny,4.0,0.0,23,engineer
431,"scientist, bacteriology",$74K-$149K (Glassdoor est.),Job Description,2.1,"cerus corporation
2.1","concord, ca","concord, ca",201 to 500 employees,-1,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$25 to $50 million (usd),-1,,,cerus corporation,,0.0,0.0,0.0,3,8,5,,concord,ca,3.0,37.5,2027,scientist
433,"associate director, platform and devops- data engineering and aritifical intelligence",$113K-$196K (Glassdoor est.),Job Description,3.7,"takeda pharmaceuticals
3.7","cambridge, ma","osaka, japan",10000+ employees,1781,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Novartis, Baxter, Pfizer",,,takeda pharmaceuticals,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,245,engineer
435,senior data scientist,$97K-$160K (Glassdoor est.),Job Description,4.4,"maven wave partners
4.4","chicago, il","chicago, il",201 to 500 employees,2008,company - private,consulting,business services,$50 to $100 million (usd),-1,,,maven wave partners,,0.0,0.0,0.0,2,13,6,,chicago,il,3.0,75.0,18,scientist
437,clinical laboratory scientist,$24-$39 Per Hour(Glassdoor est.),Job Description,3.7,"vail health
3.7","vail, co","vail, co",501 to 1000 employees,1966,hospital,health care services & hospitals,health care,$100 to $500 million (usd),-1,,,vail health,,0.0,0.0,0.0,6,28,12,,vail,co,4.0,300.0,60,scientist
438,business intelligence analyst,-1,Job Description,3.1,"qualifacts systems, inc.
3.1","nashville, tn","nashville, tn",201 to 500 employees,2002,company - private,enterprise software & network solutions,information technology,$25 to $50 million (usd),Netsmart,,,"qualifacts systems, inc.",,0.0,0.0,0.0,2,19,13,,nashville,tn,3.0,37.5,24,analyst
439,business intelligence analyst,-1,Job Description,3.7,"calibre systems
3.7","dulles, va","alexandria, va",501 to 1000 employees,1989,company - private,it services,information technology,$100 to $500 million (usd),"CSC, Booz Allen Hamilton, ManTech",,,calibre systems,,0.0,0.0,0.0,2,35,13,,dulles,va,4.0,300.0,37,analyst
440,chief data officer,-1,Job Description,2.7,"sterling national bank
2.7","new york, ny","new york, ny",1001 to 5000 employees,1966,company - public,banks & credit unions,finance,$10+ billion (usd),"J.P. Morgan, New York Community Bancorp, Citi",,,sterling national bank,,0.0,0.0,0.0,3,6,10,,new york,ny,5.0,10000.0,60,other
441,"head data scientist â?nlp lead, novartis ai innovation lab",-1,Job Description,3.8,"novartis
3.8","cambridge, ma","basel, switzerland",10000+ employees,1996,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,novartis,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,30,scientist
446,senior data scientist - r&d oncology,$102K-$172K (Glassdoor est.),Job Description,3.9,"astrazeneca
3.9","new york, ny","cambridge, united kingdom",10000+ employees,1913,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),"Roche, GlaxoSmithKline, Novartis",,,astrazeneca,,0.0,0.0,0.0,3,8,5,,new york,ny,7.0,10000.0,113,scientist
447,data engineer,$74K-$124K (Glassdoor est.),Job Description,4.0,"pinnacol assurance
4.0","denver, co","denver, co",501 to 1000 employees,1915,nonprofit organization,insurance carriers,insurance,$500 million to $1 billion (usd),-1,,,pinnacol assurance,,0.0,0.0,0.0,7,32,14,,denver,co,4.0,750.0,111,engineer
449,senior data scientist,$108K-$171K (Glassdoor est.),Job Description,4.4,"mathworks
4.4","natick, ma","natick, ma",1001 to 5000 employees,1984,company - private,computer hardware & software,information technology,$1 to $2 billion (usd),-1,,,mathworks,,0.0,0.0,0.0,2,11,13,,natick,ma,5.0,1500.0,42,scientist
450,data engineer,$76K-$142K (Glassdoor est.),Job Description,3.4,"metrostar systems
3.4","rockville, md","reston, va",201 to 500 employees,1999,company - private,it services,information technology,$25 to $50 million (usd),-1,,,metrostar systems,,0.0,0.0,0.0,2,35,13,,rockville,md,3.0,37.5,27,engineer
451,data engineer,-1,Job Description,4.1,"njf global holdings
4.1","new york, ny","london, united kingdom",51 to 200 employees,2003,company - private,staffing & outsourcing,business services,$10 to $25 million (usd),-1,,,njf global holdings,,0.0,0.0,0.0,2,51,6,,new york,ny,2.0,17.5,23,engineer
452,"director ii, data science - grm actuarial",$202K-$306K (Glassdoor est.),Job Description,3.3,"liberty mutual insurance
3.3","chicago, il","boston, ma",10000+ employees,1912,company - private,insurance carriers,insurance,$10+ billion (usd),"Travelers, Allstate, State Farm",,,liberty mutual insurance,,0.0,0.0,0.0,2,32,14,,chicago,il,7.0,10000.0,114,other
453,clinical data manager,-1,Job Description,5.0,"alector
5.0","south san francisco, ca","south san francisco, ca",51 to 200 employees,2013,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,alector,,0.0,0.0,0.0,3,8,5,,south san francisco,ca,2.0,0.0,13,manager
454,"scientist, molecular/cellular biologist",$49K-$97K (Glassdoor est.),Job Description,2.9,"audentes therapeutics
2.9","south san francisco, ca","san francisco, ca",201 to 500 employees,2012,subsidiary or business segment,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",,,audentes therapeutics,,0.0,0.0,0.0,11,8,5,,south san francisco,ca,3.0,0.0,14,scientist
458,scientist - analytical services,$65K-$134K (Glassdoor est.),Job Description,3.1,"reynolds american
3.1","winston-salem, nc","winston-salem, nc",5001 to 10000 employees,1875,company - private,consumer products manufacturing,manufacturing,$10+ billion (usd),-1,,,reynolds american,,0.0,0.0,0.0,2,15,15,,winston-salem,nc,6.0,10000.0,151,scientist
459,associate data analyst- graduate development program,$32K-$59K (Glassdoor est.),Job Description,3.3,"national interstate
3.3","richfield, oh","richfield, oh",501 to 1000 employees,1989,company - private,insurance carriers,insurance,$500 million to $1 billion (usd),-1,,,national interstate,,0.0,0.0,0.0,2,32,14,,richfield,oh,4.0,750.0,37,analyst
460,"head data scientist â?image analytics lead, novartis ai innovation lab",-1,Job Description,3.8,"novartis
3.8","cambridge, ma","basel, switzerland",10000+ employees,1996,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,novartis,,0.0,0.0,0.0,3,8,5,,cambridge,ma,7.0,10000.0,30,scientist
461,sr. data engineer,$87K-$158K (Glassdoor est.),Job Description,4.5,"moser consulting
4.5","indianapolis, in","indianapolis, in",51 to 200 employees,1996,company - private,consulting,business services,$25 to $50 million (usd),-1,,,moser consulting,,0.0,0.0,0.0,2,13,6,,indianapolis,in,2.0,37.5,30,engineer
462,senior insurance data scientist,$107K-$173K (Glassdoor est.),Job Description,3.9,"transunion
3.9","chicago, il","chicago, il",5001 to 10000 employees,1968,company - public,financial analytics & research,finance,$1 to $2 billion (usd),-1,,,transunion,,0.0,0.0,0.0,3,22,10,,chicago,il,6.0,1500.0,58,scientist
463,senior data science systems engineer,$56K-$99K (Glassdoor est.),Job Description,3.2,"mitre
3.2","hampton, va","bedford, ma",5001 to 10000 employees,1958,nonprofit organization,federal agencies,government,$1 to $2 billion (usd),"Battelle, General Atomics, SAIC",,,mitre,,0.0,0.0,0.0,7,21,11,,hampton,va,6.0,1500.0,68,engineer
464,environmental engineer/scientist,Employer Provided Salary:$25-$28 Per Hour,Job Description,3.3,"mcphail associates
3.3","cambridge, ma","cambridge, ma",1 to 50 employees,1976,company - private,construction,"construction, repair & maintenance",unknown / non-applicable,-1,,,mcphail associates,,0.0,0.0,0.0,2,12,7,,cambridge,ma,1.0,0.0,50,scientist
465,"scientist, product development",-1,Job Description,2.9,"pharmavite
2.9","valencia, ca","west hills, ca",1001 to 5000 employees,1971,company - private,consumer products manufacturing,manufacturing,$1 to $2 billion (usd),"The Nature's Bounty Co., Schiff Nutrition International",,,pharmavite,,0.0,0.0,0.0,2,15,15,,valencia,ca,5.0,1500.0,55,scientist
466,senior scientist - regulatory submissions,$80K-$155K (Glassdoor est.),Job Description,3.1,"reynolds american
3.1","winston-salem, nc","winston-salem, nc",5001 to 10000 employees,1875,company - private,consumer products manufacturing,manufacturing,$10+ billion (usd),-1,,,reynolds american,,0.0,0.0,0.0,2,15,15,,winston-salem,nc,6.0,10000.0,151,scientist
467,scientist - biomarker and flow cytometry,$43K-$98K (Glassdoor est.),Job Description,2.4,"crown bioscience
2.4","san diego, ca","san diego, ca",501 to 1000 employees,2006,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,$50 to $100 million (usd),-1,,,crown bioscience,,0.0,0.0,0.0,2,8,5,,san diego,ca,4.0,75.0,20,scientist
468,revenue analytics manager,$45K-$78K (Glassdoor est.),Job Description,4.8,"hover
4.8","san francisco, ca","san francisco, ca",51 to 200 employees,2011,company - private,computer hardware & software,information technology,$25 to $50 million (usd),-1,,,hover,,0.0,0.0,0.0,2,11,13,,san francisco,ca,2.0,37.5,15,manager
469,"associate scientist, lc/ms biologics",$44K-$96K (Glassdoor est.),Job Description,2.9,"q2 solutions
2.9","ithaca, ny","morrisville, nc",1001 to 5000 employees,2015,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,q2 solutions,,0.0,0.0,0.0,2,8,5,,ithaca,ny,5.0,0.0,11,scientist
470,sr. scientist method development,$50K-$110K (Glassdoor est.),Job Description,2.9,"q2 solutions
2.9","marietta, ga","morrisville, nc",1001 to 5000 employees,2015,company - private,biotech & pharmaceuticals,biotech & pharmaceuticals,unknown / non-applicable,-1,,,q2 solutions,,0.0,0.0,0.0,2,8,5,,marietta,ga,5.0,0.0,11,scientist
471,it - data engineer ii,$61K-$119K (Glassdoor est.),Job Description,3.4,"arbella insurance
3.4","quincy, ma","quincy, ma",1001 to 5000 employees,1988,company - private,insurance carriers,insurance,$100 to $500 million (usd),-1,,,arbella insurance,,0.0,0.0,0.0,2,32,14,,quincy,ma,5.0,300.0,38,engineer
472,"research scientist, immunology - cancer biology",Employer Provided Salary:$100K-$140K,Job Description,,kronos bio,"cambridge, ma","san mateo, ca",Unknown,-1,company - private,-1,-1,unknown / non-applicable,-1,0.1,0.14,kronos bio,0.12,0.5,0.56,0.5333333333333333,2,0,0,0.04000000000000001,cambridge,ma,0.0,0.0,2027,scientist
473,"project scientist - auton lab, robotics institute",$56K-$91K (Glassdoor est.),Job Description,2.6,"software engineering institute
2.6","pittsburgh, pa","pittsburgh, pa",501 to 1000 employees,1984,college / university,colleges & universities,education,unknown / non-applicable,-1,,,software engineering institute,,0.0,0.0,0.0,1,10,9,,pittsburgh,pa,4.0,0.0,42,scientist
474,data engineer,-1,Job Description,4.8,"ignw
4.8","austin, tx","portland, or",201 to 500 employees,2015,company - private,it services,information technology,$25 to $50 million (usd),Slalom,,,ignw,,0.0,0.0,0.0,2,35,13,,austin,tx,3.0,37.5,11,engineer
475,"staff machine learning scientist, ai foundation",-1,Job Description,4.6,"smartnews, inc.
4.6","san francisco, ca","san francisco, ca",51 to 200 employees,2012,company - private,internet,information technology,unknown / non-applicable,-1,,,"smartnews, inc.",,0.0,0.0,0.0,2,33,13,,san francisco,ca,2.0,0.0,14,scientist
478,sr. enterprise account exec- data science / ml - nyc,-1,Job Description,4.3,"h2o.ai
4.3","new york, ny","mountain view, ca",201 to 500 employees,2011,company - private,enterprise software & network solutions,information technology,unknown / non-applicable,-1,,,h2o.ai,,0.0,0.0,0.0,2,19,13,,new york,ny,3.0,0.0,15,other
479,"enterprise architect, data",$101K-$158K (Glassdoor est.),Job Description,3.6,"massmutual
3.6","boston, ma","springfield, ma",5001 to 10000 employees,1851,company - private,insurance carriers,insurance,$10+ billion (usd),-1,,,massmutual,,0.0,0.0,0.0,2,32,14,,boston,ma,6.0,10000.0,175,other
480,data engineer,-1,Job Description,4.2,"octane
4.2","new york, ny","new york, ny",51 to 200 employees,2014,company - private,lending,finance,unknown / non-applicable,-1,,,octane,,0.0,0.0,0.0,2,37,10,,new york,ny,2.0,0.0,12,engineer
481,advanced analytics manager,-1,Job Description,4.8,"health union
4.8","philadelphia, pa","philadelphia, pa",51 to 200 employees,2009,company - private,publishing,media,unknown / non-applicable,-1,,,health union,,0.0,0.0,0.0,2,44,16,,philadelphia,pa,2.0,0.0,17,manager
482,"senior manager, epidemiologic data scientist",$125K-$210K (Glassdoor est.),Job Description,4.0,"pfizer
4.0","new york, ny","new york, ny",10000+ employees,1849,company - public,biotech & pharmaceuticals,biotech & pharmaceuticals,$10+ billion (usd),-1,,,pfizer,,0.0,0.0,0.0,3,8,5,,new york,ny,7.0,10000.0,177,scientist
483,corporate risk data analyst (sql based) - milwaukee or,$43K-$77K (Glassdoor est.),Job Description,3.8,"associated banc-corp
3.8","green bay, wi","green bay, wi",1001 to 5000 employees,1870,company - public,banks & credit unions,finance,$1 to $2 billion (usd),"Wells Fargo, BMO Harris Bank, U.S. Bank",,,associated banc-corp,,0.0,0.0,0.0,3,6,10,,green bay,wi,5.0,1500.0,156,analyst
484,senior imagery scientist - sar to 11 #78 (ts/sci),-1,Job Description,3.6,"shine systems
3.6","chantilly, va","charlottesville, va",51 to 200 employees,2008,company - private,consulting,business services,unknown / non-applicable,-1,,,shine systems,,0.0,0.0,0.0,2,13,6,,chantilly,va,2.0,0.0,18,scientist
485,lead data scientist,$139K-$221K (Glassdoor est.),Job Description,3.9,"zest ai
3.9","burbank, ca","burbank, ca",51 to 200 employees,2009,company - private,financial analytics & research,finance,$50 to $100 million (usd),-1,,,zest ai,,0.0,0.0,0.0,2,22,10,,burbank,ca,2.0,75.0,17,scientist
486,"marketing data analyst, may 2020 undergrad",$44K-$86K (Glassdoor est.),Job Description,3.8,"fareportal
3.8","new york, ny","new york, ny",1001 to 5000 employees,2002,company - private,travel agencies,travel & tourism,$2 to $5 billion (usd),"Expedia Group, Orbitz Worldwide, Priceline.com",,,fareportal,,0.0,0.0,0.0,2,57,24,,new york,ny,5.0,3500.0,24,analyst
487,senior data engineer,$78K-$147K (Glassdoor est.),Job Description,4.3,"genesys
4.3","durham, nc","daly city, ca",5001 to 10000 employees,1990,company - private,computer hardware & software,information technology,$1 to $2 billion (usd),"Avaya, Five9, Salesforce",,,genesys,,0.0,0.0,0.0,2,11,13,,durham,nc,6.0,1500.0,36,engineer
488,senior data analyst,$65K-$110K (Glassdoor est.),Job Description,1.9,"moda operandi
1.9","new york, ny","new york, ny",201 to 500 employees,2010,company - private,"department, clothing, & shoe stores",retail,$100 to $500 million (usd),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",,,moda operandi,,0.0,0.0,0.0,2,16,21,,new york,ny,3.0,300.0,16,analyst
489,data modeler - data solutions engineer,$37K-$66K (Glassdoor est.),Job Description,3.3,"liberty mutual insurance
3.3","indianapolis, in","boston, ma",10000+ employees,1912,company - private,insurance carriers,insurance,$10+ billion (usd),"Travelers, Allstate, State Farm",,,liberty mutual insurance,,0.0,0.0,0.0,2,32,14,,indianapolis,in,7.0,10000.0,114,engineer
